relation_key,source_entity_key,target_entity_key,relation_type,store_key,review_id,text_unit_id,sentiment,confidence,evidence
7ca36ba4815eecc67f69237a4131fdac535340a682f327f47d5bf7af345b075a,dish:com-them,problem:khong-co-com-them,HAS_PROBLEM,81353,c05118b708144394,tu_c05118b708144394,negative,0.93,cơm thêm ko có
62b7d0d0e850d94a8f21b2bab3e5771e7a4512a10bb27836dd9cd4c09ff86f9c,problem:khong-co-com-them,dish:com-them,MENTIONS,81353,c05118b708144394,tu_c05118b708144394,neutral,0.74,cơm thêm ko có
ae6eb06c35e5c007eb72a2da3361e0b8f9b3b4e0e8ba3cf7d1e8dc0967372f70,dish:ca-kho,problem:bo-tu-lanh-ra-chua-ham-nong,HAS_PROBLEM,81353,7234737a63a66801,tu_7234737a63a66801,negative,0.96,cá kho bỏ tủ lạnh ra chưa hâm nóng
8cf36fd856eb5d01923b0c7e79e4d1b29679002aa96164e6f613ae0140fb1936,dish:bun,food_descriptor:do,DESCRIBES_FOOD,77167,637001e949170ee7,tu_637001e949170ee7,negative,0.94,bát bún dở
7b627e4cd41a6ed41c4c8f11eac31946ff10f3cd51f25b4fa88a52610b8d2a98,dish:nuoc,food_descriptor:nhat-toet,DESCRIBES_FOOD,77167,637001e949170ee7,tu_637001e949170ee7,negative,0.98,nước nhạt toẹt
c56ce121a9e07b68bfd5ab8e328992309712ded10f4372aa06f5714f1af2ea21,dish:cha,food_descriptor:hoi,DESCRIBES_FOOD,77167,637001e949170ee7,tu_637001e949170ee7,negative,0.98,chả thì hôi
f247bf0c10318b4b09ce7461f36b635a590e75fc3a0a30ef52880e39e917d74f,dish:bun,food_descriptor:khong-hop-khau-vi,HAS_NEGATIVE_SIGNAL,77167,637001e949170ee7,tu_637001e949170ee7,negative,0.71,không hợp khẩu vị
7c4c978748ee8bef31825253ed187f53fc633fed7ee10355064d6f03e1b3dfc6,delivery_packaging:dong-goi-chua-tot,problem:sai-thieu-mon,HAS_PROBLEM,77167,637001e949170ee7,tu_637001e949170ee7,negative,0.64,"đóng gói chưa tốt, sai/thiếu món"
0a94b1a7ab1da6f78d33bee75537076c1879df8aa486c82eec2b6893411b5581,food_descriptor:ngon-xiu,dish:my-ga-tan,DESCRIBES_FOOD,77167,42015e402861f25e,tu_42015e402861f25e,positive,0.58,ngon xỉu
56277c37678c0eefc7c181e9f819e2b1e39109d10ecd4233bbccfcd46c446fc3,food_descriptor:ngon-xiu,dish:bun-cha,DESCRIBES_FOOD,77167,42015e402861f25e,tu_42015e402861f25e,positive,0.58,ngon xỉu
8e153d21db583f0bdef100bceea1eccf578c3eb3a23c71c6084bf983c1f2f230,dish:my-ga-tan,food_descriptor:ngon,DESCRIBES_FOOD,77167,037524472026eec6,tu_037524472026eec6,positive,0.61,khá ngon
3966f530371e5faffefd31ef51019a60cbf26ae0ec5bba34eb9df639e544f170,dish:bun-cha,food_descriptor:ngon,DESCRIBES_FOOD,77167,037524472026eec6,tu_037524472026eec6,positive,0.61,khá ngon
0ce2d2b75ec36b2e937b7aa4bfeb11001fc7c86353fbaeba8232eb243d2131eb,service_quality:service,problem:khong-lam-dung-ghi-chu,HAS_PROBLEM,77167,37dc594557b05e4d,tu_37dc594557b05e4d,negative,0.95,không làm đúng ghi chú
fa15d7a7cb3c98130280dba95cfb37ea474584a8d5dade2dfe1b04fd02d4129e,service_quality:service,problem:khong-lam-dung-ghi-chu,MENTIONS,77167,37dc594557b05e4d,tu_37dc594557b05e4d,negative,0.75,không làm đúng ghi chú
e8eaf489cc18b8b62342a6da7f958dff04d3ee300d2ad9f079b3955ac25ac533,dish:bun,problem:khong-co-them,HAS_PROBLEM,77167,df3146b29c947b8c,tu_df3146b29c947b8c,negative,0.93,gọi thêm bún nhưng không có thêm
ccb0e467b114b3f7abd8c4a49f46fa76d8b90b874b89dee4620e5a301ab7c3b4,food_descriptor:do,dish:my-ga-tan-bun-cha,DESCRIBES_FOOD,77167,1cd3cd847de23872,tu_1cd3cd847de23872,negative,0.9,dở đ thể chịu được
7591511ad0e8a60f209c0477d8052a536e73ceda53bab604b59d2a631f811923,dish:my-ga-tan-bun-cha,food_descriptor:do,HAS_NEGATIVE_SIGNAL,77167,1cd3cd847de23872,tu_1cd3cd847de23872,negative,0.88,dở đ thể chịu được
12b321f185ed13ab8950b0a85ee6b0b0ba5f26ac5b5c55d283cc321ba4bc1b59,dish:pepsi,problem:khong-co,HAS_PROBLEM,77167,6ec891d1b3d24f34,tu_6ec891d1b3d24f34,negative,0.96,đặt pepsi mà k có
96cd143eecf18f98d8580b1062d43b21d849fa9cea12743941e9bcd13b494c1d,dish:pho-ga,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,cb4db1067d0ce76a,tu_cb4db1067d0ce76a,positive,0.9,ngon xỉu
3ad24f5c10410842a0bbe5f4a381323dba96379e359b4dde3b24b6ed43067e15,dish:pho-tron,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,cb4db1067d0ce76a,tu_cb4db1067d0ce76a,positive,0.9,ngon xỉu
2e7aa9dd096c4191836ed71a63028e4cc4479c90869bdaf52cacf0cc8fc461f8,dish:pho-ga,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,d81395a588c6ff06,tu_d81395a588c6ff06,positive,0.72,phở gà ... ngon xỉu
98ade0128c4247166d27c2b8031b158eae993fada1a4df66c8725c3af2d8d496,dish:pho-tron,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,d81395a588c6ff06,tu_d81395a588c6ff06,positive,0.72,phở trộn ... ngon xỉu
3e5e27e077ef07bf0542459fc15a540be7182cb57434be7a15e3a813d4142376,dish:ot,food_descriptor:dinh-cua-chop,DESCRIBES_FOOD,32462,e80a0562b0175f9c,tu_e80a0562b0175f9c,positive,0.93,ớt đỉnh của chóp
ea9739f139c01e51298520f0387012d52bf4d1bb88f25a6f9a83afd1b33cb504,dish:pho-ga,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,e80a0562b0175f9c,tu_e80a0562b0175f9c,positive,0.78,ngon xỉu
ada25086b6f860af7f94938bbb22c4948a9202c3e1d3ef24cd2ce119fb732e36,dish:pho-tron,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,e80a0562b0175f9c,tu_e80a0562b0175f9c,positive,0.78,ngon xỉu
193bf527e89ed559acac12a2b3b741ed77b5d36f9677b537cb958a5d12246504,dish:pho-ga,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,4015fbfec5ebc09e,tu_4015fbfec5ebc09e,positive,0.67,ngon xỉu
09c2f15fc1593f4f8847a599bf4b724cecbc07f3f632cb54dba660ef942b1c50,dish:pho-tron,food_descriptor:ngon-xiu,DESCRIBES_FOOD,32462,4015fbfec5ebc09e,tu_4015fbfec5ebc09e,positive,0.67,ngon xỉu
e41242863277378a7be5132376843720f3335c9af65fdbd1c1b1a152b6763faf,dish:pho-ga,food_descriptor:ngon,DESCRIBES_FOOD,32462,3e3e1f3a2945417a,tu_3e3e1f3a2945417a,positive,0.77,ngon xỉu
4d31f70ae6b8d51320dc63e662e8cf11e477b5043957aed755be34b81611214f,dish:pho-tron,food_descriptor:ngon,DESCRIBES_FOOD,32462,3e3e1f3a2945417a,tu_3e3e1f3a2945417a,positive,0.77,ngon xỉu
990f168787c3c3bbd1763ddb0f4dec320bdc15e1cb0838fc9605b895b8387f48,dish:pho,food_descriptor:chua,DESCRIBES_FOOD,32462,948acd1ca53c415d,tu_948acd1ca53c415d,negative,0.97,phở hôm nay bị chua
d3a9a1b53bb50e5dee10e2e017557c06b789fd9ba27787b91666f94d89df56ae,dish:pho,problem:pho-bi-chua,HAS_PROBLEM,32462,948acd1ca53c415d,tu_948acd1ca53c415d,negative,0.91,phở hôm nay bị chua
f2a199c2a86ce264be33bfc85f9704709cffcd1bcba67a28eccd682997b6a432,dish:pho,problem:pho-bi-chua,HAS_NEGATIVE_SIGNAL,32462,948acd1ca53c415d,tu_948acd1ca53c415d,negative,0.85,bị chua
dc8b198a005badfa2829707eab04ac085241ed512fcd7caf4337cc0f4a0bc085,delivery_packaging:dong-goi,problem:chua-tot,HAS_PROBLEM,77657,39d9bcb2cfdb725d,tu_39d9bcb2cfdb725d,negative,0.95,đóng gói chưa tốt
dd67954c6833c9d88d9f20c39d722d2757bbe61b77a4f40d30d012da4c7c2460,price_value:gia,problem:hoi-dat,HAS_NEGATIVE_SIGNAL,77657,39d9bcb2cfdb725d,tu_39d9bcb2cfdb725d,negative,0.94,giá hơi đắt
6b93aa61bac35cdd26333028176e243c54b2fc2ff6e5ec1745bf5d8958b60235,dish:quay,problem:thieu-mon,HAS_PROBLEM,23407,91e919312e5cfb1e,tu_91e919312e5cfb1e,negative,0.96,quẩy 4 cái mà quán thiếu
8f0502faea5f6ca82d4a1dc1fe48ebd10b0bc0017a70b6da1d909bffdf13cb36,dish:quay,problem:sai-thieu-mon,HAS_PROBLEM,23407,91e919312e5cfb1e,tu_91e919312e5cfb1e,negative,0.9,sai/thiếu món
d1443d8f8ff45eebe224a43a42b1f6ba184bc56abe1a421e255842069afc1692,food_descriptor:ngon-xiu,dish:pho-bo,DESCRIBES_FOOD,23407,a9f3815e52090b32,tu_a9f3815e52090b32,positive,0.9,ngon xỉu
193a273aaf46270d03cd24b9c00268aeb5aa091ba051a6b77fcdb3257f6bc6e3,delivery_packaging:dong-goi,problem:chua-tot,HAS_PROBLEM,23407,f15967662327b478,tu_f15967662327b478,negative,0.94,đóng gói chưa tốt
593a0acca2c98a46a652b9e21533994499ab1a2094530fce5e78092223d8f92c,dish:quay,problem:sai-thieu-mon,HAS_PROBLEM,23407,9463de47ed7f9ebf,tu_9463de47ed7f9ebf,negative,0.93,đặt thêm quẩy đều ko hề có
78950c414c17dcaff0204c86b1c664bdd6936c5bdabb3b9cb94ef60600795879,service_quality:khong-lam-dung-ghi-chu,problem:cho-hanh-du-da-note-khong-hanh,HAS_PROBLEM,23407,4cfd426c76abc347,tu_4cfd426c76abc347,negative,0.95,không làm đúng ghi chú
89c25cf2cd6e62b2178bb5ca47f69ee60aa42bdbfb28fa373db81ec5fd3dab38,problem:cho-hanh-du-da-note-khong-hanh,food_descriptor:hanh,MENTIONS,23407,4cfd426c76abc347,tu_4cfd426c76abc347,negative,0.77,quán thừa hành
74bba5be911138a794f474a40bceabf00ed916b6ae40360f9cdeeed27e028f79,food_descriptor:hanh,food_descriptor:khong-hanh,HAS_NEGATIVE_SIGNAL,23407,4cfd426c76abc347,tu_4cfd426c76abc347,negative,0.72,đã note là không hành
5ba005518f94cdbd2c921773f550f4a0d0c67d41ba42e126d201bb589336647f,dish:quay,problem:thieu-quay,HAS_PROBLEM,23407,4df1cae78aeb785c,tu_4df1cae78aeb785c,negative,0.96,thiếu quẩy
a1864360718846ac9692b44acbe2592a3d777bae1199e920f072fa45376ca612,dish:quay,problem:thieu-quay,MENTIONS,23407,4df1cae78aeb785c,tu_4df1cae78aeb785c,negative,0.85,thiếu quẩy
debf0bf0204de13ef7ea5ced528748d380e4c9d7bd057e66940244f00b9d148e,dish:quay,problem:thieu-quay,HAS_PROBLEM,23407,335bec64fefb0700,tu_335bec64fefb0700,negative,0.9,thiếu quẩy
1ff9712ea726724158c97b9ee55c7a10e5a5807afccd2ab8a6d2f025245c1197,dish:thit,problem:co-mui,HAS_PROBLEM,23407,cd86b9238f201e09,tu_cd86b9238f201e09,negative,0.94,thịt có mùi
d6838b0bc0798898c04991c282daf9b4650e5eff20ce3870f12b251441b34a62,dish:quay,problem:het-quay,HAS_PROBLEM,23407,a876bce69614436e,tu_a876bce69614436e,negative,0.96,báo hết quẩy
a8f684dd533f8ba7769b5286436b189ecc2251d918d672fa15152fcecffeebfb,dish:quay,price_value:hoan-lai-moi-10k,HAS_NEGATIVE_SIGNAL,23407,a876bce69614436e,tu_a876bce69614436e,negative,0.9,hết 13k... giả lại mỗi 10k
88f8e915581e16f14656649aaedcccada0700ad274c1ec6cd4771ae357a7bb48,price_value:hoan-lai-moi-10k,problem:an-cuop,HAS_NEGATIVE_SIGNAL,23407,a876bce69614436e,tu_a876bce69614436e,negative,0.84,thế khác j ăn cướp
424b054f1984988e6e2fa5535ce8f1d055749ac2cd7283921dcb4db04b9dfe5f,service_quality:shipper-khong-lien-quan,problem:an-cuop,HAS_NEGATIVE_SIGNAL,23407,a876bce69614436e,tu_a876bce69614436e,negative,0.78,shipper bảo k liên quan? thế khác j ăn cướp
9aacb13c79e6e0dd37a001cf0f7dcc14a7bff6c472cd2d8440eb0b4d0907f3e1,dish:mam-nem,food_descriptor:ngon,DESCRIBES_FOOD,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,positive,0.96,mắm nêm ngon
0287f0e796248fbc427a46c828b991d6e61e34895b04a77e6e2508bfd2a8a9ce,dish:rau,dish:banh-trang,MENTIONS,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,neutral,0.58,nhiều rau
1eea901538651bc2879280594d81a4d211078a34ab7146f8ac38e2bc26832041,space_quality:sach-se,dish:banh-trang,MENTIONS,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,neutral,0.51,quán làm sạch sẽ
2f40c8387b794b87ee4b14ced3e0bfcbce56df37b62cbaaf08c3800c1d5cf3ba,dish:banh-trang,problem:it-do-an-kem,HAS_PROBLEM,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,negative,0.95,gọi 2 suất mà... hết đồ cuốn cùng
4a557fcfd49d3205e5535814b09e4b987f9066033c13adafd59e8aa7ea078f90,dish:do-an-kem,problem:it-do-an-kem,HAS_NEGATIVE_SIGNAL,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,negative,0.94,cho ít đồ ăn kèm quá
b5d23d2d479d3f35a9e83a489100aafe58010630529d0123db0d22ae32a20d1e,dish:do-an-kem,problem:khong-du-do-cuon-cung,HAS_PROBLEM,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,negative,0.92,đã hết đồ cuốn cùng
1e6acb92e99cf4501842fcf0ad1288b6ea22debb8cb339dd7aa4113c4be02843,dish:banh-trang,food_descriptor:ngon,HAS_POSITIVE_SIGNAL,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,positive,0.72,ngon xỉu
11d26d99b069eae2637eaa35582b2b09f212ed45c1ec16db5527adb045fb5369,space_quality:sach-se,dish:banh-trang,HAS_POSITIVE_SIGNAL,15964,6dc72c6bf9e9e045,tu_6dc72c6bf9e9e045,positive,0.54,sạch sẽ
a8c4005c87d458ec5397a8e8559a3078e46954b9766ac071c6902da6fb7934ba,dish:banh-trang-cuon-thit-heo,food_descriptor:ngon-xiu,DESCRIBES_FOOD,15964,827e034eede73f5b,tu_827e034eede73f5b,positive,0.9,ngon xỉu
d39cddddf1560b13998afbc477b1da86e06fc9a5bf0923253d41c05ffb451b41,dish:banh-trang-cuon-thit-heo,food_descriptor:ngon-xiu,HAS_POSITIVE_SIGNAL,15964,827e034eede73f5b,tu_827e034eede73f5b,positive,0.88,ngon xỉu
b676ea7008ff8ae1ef76738ab393073c36870c80f426e6966519badb7c728f79,dish:banh-trang-cuon-thit-heo,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,15964,827e034eede73f5b,tu_827e034eede73f5b,positive,0.82,đáng đồng tiền
65cef63312351c6fbb65a8c9c77d4d5c743d3eb0e425fdf66b1c19db2dd9d0de,dish:banh-trang-cuon-thit-heo,delivery_packaging:dong-goi-tot,HAS_POSITIVE_SIGNAL,15964,827e034eede73f5b,tu_827e034eede73f5b,positive,0.8,đóng gói tốt
20eaa1977f285f3ffb69cf56669ccbfd4460a30e712eda794b700f0b693f86bc,dish:banh-trang-cuon-thit-heo,space_quality:sach-se,HAS_POSITIVE_SIGNAL,15964,827e034eede73f5b,tu_827e034eede73f5b,positive,0.68,sạch sẽ
dfe8f68859deb7cb006c72d8e10d7112638bb349f369b9cb593733dfbee7399c,dish:banh-trang-cuon-thit-heo,food_descriptor:ngon,DESCRIBES_FOOD,15964,1f27a091fdcab498,tu_1f27a091fdcab498,positive,0.9,ngon xỉu
1fa22c4956a525c8af3c20c7751352d332af2fb9ee5b63018d5b68172005e9b6,dish:banh-trang-cuon-thit-heo,food_descriptor:ngon,HAS_POSITIVE_SIGNAL,15964,1f27a091fdcab498,tu_1f27a091fdcab498,positive,0.86,ngon xỉu
6e6d7ebf8c407b253e90c25381d9759a650ca5850b87a0bdb49461f239f57662,dish:banh-trang-cuon-thit-heo,problem:sai-thieu-mon,HAS_PROBLEM,15964,4dd6a9042d7d7883,tu_4dd6a9042d7d7883,negative,0.95,sai/thiếu món
66e4d020f03a7a759314bc6eb96293b2824f58839ff528ad762f79391a832ca1,dish:banh-trang-cuon-thit-heo,problem:khong-co-banh-trang-cuon-kieu-j,HAS_PROBLEM,15964,4dd6a9042d7d7883,tu_4dd6a9042d7d7883,negative,0.87,không có bánh tráng cuốn kiểu j
81d044e840531ccdd04b65577e3b92083227038415255a1d130fce72be216383,dish:banh-trang-cuon-thit-heo,problem:thieu-do-cuon,HAS_PROBLEM,15964,096b671d83d69b9a,tu_096b671d83d69b9a,negative,0.94,thiếu đồ cuốn
d09516214b989fd0ed4d4b5a47b5ea2eedee8167e743326b12c5cf0c228f34f3,delivery_packaging:1-bo-cuon,problem:thieu-do-cuon,HAS_NEGATIVE_SIGNAL,15964,096b671d83d69b9a,tu_096b671d83d69b9a,negative,0.88,chỉ có 1 bộ cuốn
8e0d1d97816393b08012e9d92960e702da556150ebfa159a2dc6a9fcd73b5d63,dish:bun-cha,food_descriptor:it-thit,DESCRIBES_FOOD,13998,b56375770fe88ae4,tu_b56375770fe88ae4,negative,0.92,bún chả quá ít thịt
4e46515e8e150cd3c72dc6b3f5590a2421701ea52694f865afccf30285a60f5b,dish:bun-cha,problem:khong-co-cha-bam,HAS_PROBLEM,13998,b56375770fe88ae4,tu_b56375770fe88ae4,negative,0.94,không có chả băm
34aafb046b4ce883ce0cb05df419f288b45439fe39b1b527f250b37c3aa96da8,delivery_packaging:1-hop,problem:van-co-mang,HAS_PROBLEM,13998,7ebca2e266bd8501,tu_7ebca2e266bd8501,negative,0.9,1 hộp có măng
9b01cd51d1cafd85984708b66e0300b8cd5eadf1dd774fc5bfe7e782038f21b4,delivery_packaging:dong-goi,problem:dong-goi-chua-tot,HAS_NEGATIVE_SIGNAL,9606,81e72321f383db2d,tu_81e72321f383db2d,negative,0.95,đóng gói chưa tốt
c08621e735feadcf83c407f44ddcd74f45d92715d89b4439d9079c568203479a,dish:com,food_descriptor:ngon,DESCRIBES_FOOD,7635,a811b728dc6ea522,tu_a811b728dc6ea522,positive,0.95,cơm ngon
2e3399649d0fdf2171b87904d8f1f3bc1f209ec38005ec055a30caef7e11bc75,dish:com-ga,food_descriptor:ngon-xiu,DESCRIBES_FOOD,7635,c3be30418387e824,tu_c3be30418387e824,positive,0.9,ngon xỉu
87c665911ef7076d8ecc5f86264f9f23aa3e780ce570d5753f3d6156c4d29637,dish:lap-xuong,food_descriptor:chua,DESCRIBES_FOOD,7635,c99e28227425366f,tu_c99e28227425366f,negative,0.96,lạp xưởng chua vãi ra
e37802d97874f32948c05d08351caaaebaa98e2eb22dd453d23e7d28bf799990,dish:lap-xuong,problem:khong-hop-khau-vi,HAS_PROBLEM,7635,c99e28227425366f,tu_c99e28227425366f,negative,0.82,không hợp khẩu vị
eec520a3c07e08a1ea7d4eef46a82c3c6c694a6924a704e91ae5b51c22995373,dish:com-ga,food_descriptor:nhieu-sot,DESCRIBES_FOOD,7635,63153c03d578ca3e,tu_63153c03d578ca3e,negative,0.83,nhiều sốt
8c59a34d1a390522a0621f773708e52f50415d286d13674ea4e3d43e95d646f2,dish:com-ga,food_descriptor:man,DESCRIBES_FOOD,7635,63153c03d578ca3e,tu_63153c03d578ca3e,negative,0.92,mặn nữa
7ae3537b1102e3f787d5f0e6d4e89bf1f59a50194eb48fb9c700701f3ef17038,dish:com-ga,food_descriptor:man,HAS_NEGATIVE_SIGNAL,7635,63153c03d578ca3e,tu_63153c03d578ca3e,negative,0.9,mặn nữa
8f09f71d94d351d6eb85179ac417760726aabdba8a8ffb11018426e6afe66b49,dish:ga-sot-cay-ngot,food_descriptor:cay-ngot,DESCRIBES_FOOD,14318,e677fb99ac180115,tu_e677fb99ac180115,positive,0.9,sốt cay ngọt
dd458c679e761fd799cafd1f518439bdd0ebb2f7372a4f38269d46430f1eb27c,dish:ga-sot-cay-ngot,food_descriptor:delicious,HAS_POSITIVE_SIGNAL,14318,e677fb99ac180115,tu_e677fb99ac180115,positive,0.92,delicious
a0fb5daa8a44932487e219002c881b7abd281b853a007254e4e357a73162988a,delivery_packaging:dong-goi-can-than,delivery_packaging:good-packaging,MENTIONS,14318,e677fb99ac180115,tu_e677fb99ac180115,positive,0.71,"đóng gói cẩn thận, good packaging"
27466b34d7ba4183080d5fb8ff00b15b9fb57a903bd3b52a6b6d3806ed17ba2c,space_quality:clean,dish:ga-sot-cay-ngot,MENTIONS,14318,e677fb99ac180115,tu_e677fb99ac180115,positive,0.35,clean
f2b33b0e0f705cc62a55424ec03b8224b99d93206196cb47ea138154d647b773,dish:com-ga-ba-vi,food_descriptor:ngon,DESCRIBES_FOOD,14318,95356e861b70888b,tu_95356e861b70888b,positive,0.88,ngon xỉu
9804a002d173afcac89daa4886b97d93381edf37353e77a7ab0d186da52f2ed2,dish:com-ga-ba-vi,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,14318,95356e861b70888b,tu_95356e861b70888b,positive,0.84,đáng đồng tiền
78efdacdd3cfa38c29ff19237ab2f3d5a41d9313553d373c99e26530cfae4c99,dish:com-ga,food_descriptor:ngon,DESCRIBES_FOOD,14318,9cce74a531836ebc,tu_9cce74a531836ebc,positive,0.9,ngon xỉu
dd6ce611c4642f6863642e51441a2f337e4fd5bf4573138742420c8433be0698,dish:com-ga-ba-vi,food_descriptor:kha-ngon,DESCRIBES_FOOD,14318,52843430239b837f,tu_52843430239b837f,positive,0.8,khá ngon
067ce0adfb9a18cc841d54183f43046020812d61d560cc667f571f0cb6df850f,dish:com-ga-ba-vi,food_descriptor:kha-ngon,HAS_POSITIVE_SIGNAL,14318,52843430239b837f,tu_52843430239b837f,positive,0.76,khá ngon
6bf0de0aad041cbbaeaa530a4f2e21b98759c9841303be4150c8f2adeacc14c5,dish:com-ga,food_descriptor:nhat-nheo,DESCRIBES_FOOD,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.96,ăn nhạt nhẽo
05beb7a7ad2148dd7d1b76704047465b71240fa6fc8670bd86d4e6a71dcd10a5,dish:com-ga,price_value:55k,HAS_NEGATIVE_SIGNAL,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.85,1 suất 55k
19b2868f8d49d6cf97c32f6c0da1d3eff1787a802a7b84b3a654dbef83600726,dish:com-ga,problem:het-sot,HAS_PROBLEM,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.88,quán hết sốt rồi hả?
981e94861e16589b8151f736baff407c66fb20fcdbd1c2e2c89c5dc4e22dbec3,dish:com-ga,problem:khong-cho-them-com,HAS_PROBLEM,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.93,xin thêm cơm nhưng ko cho
92ca901cece2070459770094b5c849e0df0f528c5b512d97ac83a4ce9c466872,dish:com-ga,problem:it-ga,HAS_PROBLEM,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.91,3 miếng gà tí tí
621d50bbc96c7f8d386cbf3b873a6423bc2c0e84e822a089c6253684cca12e5b,dish:com-ga,problem:it-com,HAS_PROBLEM,14318,d250e63d6b111aab,tu_d250e63d6b111aab,negative,0.87,một ít cơm
0fa191d85192325c6f2c4414c52aee84747aefdd921899261553c625df127cf1,dish:do-an,problem:khong-duoc-nhu-truoc-nua,HAS_PROBLEM,14318,efc1f53272ae19ea,tu_efc1f53272ae19ea,negative,0.89,đồ ăn khum được như trước nữa
1c52564bf54c8afe2ece94a459906481e9e4642b95587652a6bcc3dd9e6da82c,dish:do-an,problem:khong-duoc-nhu-truoc-nua,HAS_NEGATIVE_SIGNAL,14318,efc1f53272ae19ea,tu_efc1f53272ae19ea,negative,0.82,khum được như trước nữa
837337c88ac6602504441d39fefbd228a7227f679f1da9d1481160e9e7516eca,price_value:55k,problem:it-thuc-an,HAS_NEGATIVE_SIGNAL,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.94,55k mà hơi ít thức ăn
40b3d2b85a503f5903bd211b25f9a96da765741caf9f980039d08e1e3fd85ec1,dish:thit-ga,food_descriptor:nho,DESCRIBES_FOOD,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.92,thịt gà nhỏ
1a93f3ecda707238129bcf465dcbc70f052f535a05ea536fe94bb014658f6b92,dish:thit-ga,problem:it-thuc-an,HAS_NEGATIVE_SIGNAL,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.73,3 miếng thịt gà nhỏ
399c9abf76ee1845bf8266aa8817ef821e1c8e82f162eb7598822e7e754aad8e,dish:com,problem:it-thuc-an,HAS_NEGATIVE_SIGNAL,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.61,1 bát cơm
e5c8479b29691ea9b6b5ba1cb539ccf5f548bd38735e326a22deceef87ca3daf,dish:dua-muoi,problem:it-thuc-an,HAS_NEGATIVE_SIGNAL,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.58,1 đũa dưa muối
d8dff34ebe4dd6a344dcd41a2071281fb8750eba7b2d0bc4cb2ff1b176824e8c,dish:canh,problem:it-thuc-an,HAS_NEGATIVE_SIGNAL,14318,b4a007f67f95144b,tu_b4a007f67f95144b,negative,0.58,1 hộp canh
c7e8cc46aba76ad2487ad9efaeb1f7b4d61411fcb8388aac4c88d19a3e963ba0,dish:ga,problem:chi-co-da-ga-tam-bot,HAS_PROBLEM,14318,d5c47f173b01c665,tu_d5c47f173b01c665,negative,0.86,chỉ có da gà tẩm bột
751050c52bb9bc0b50e274a0ad538bd7fd42dc11a6e948af6e63918dd4ddf90d,dish:ga,dish:da-ga-tam-bot,MENTIONS,14318,d5c47f173b01c665,tu_d5c47f173b01c665,neutral,0.72,da gà tẩm bột
fbd931cd806d5dca084154c13dfe4b231e839516b2e7600bc7351746420d7552,delivery_packaging:dong-goi,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,111742,9fdbf090d288e2f7,tu_9fdbf090d288e2f7,positive,0.58,"đóng gói tốt, đáng đồng tiền"
2a74021fc583c4c6dae83e56e1798d9a9889a0d90995ad385a7c93f0ff48a00d,space_quality:sach-se,price_value:dang-dong-tien,HAS_POSITIVE_SIGNAL,111742,9fdbf090d288e2f7,tu_9fdbf090d288e2f7,positive,0.42,"đáng đồng tiền, sạch sẽ"
8c726e3a972d84a1864c72362e9f0a37cd99de6df4ffaab55f78a90f44ac172a,dish:nuoc,problem:khong-co-nuoc-kem,HAS_PROBLEM,22847,957d4a6cffefce74,tu_957d4a6cffefce74,negative,0.92,nước nhưng ko có
3593ac082f6dfe0d4d3d9cc1729c738460a45a21aae50906d504f513ac49c1b9,dish:nuoc,food_descriptor:ngon,DESCRIBES_FOOD,22847,957d4a6cffefce74,tu_957d4a6cffefce74,positive,0.58,khá ngon
2f83204981975a85323632ecd0ac27c8f8bd28f1c90a37b5755faae00712d661,service_quality:service,problem:sai-thieu-mon,HAS_PROBLEM,22847,14744ad4fbee2cd3,tu_14744ad4fbee2cd3,negative,0.9,sai/thiếu món
c889d89bb1892d02df8d14335d02c16f94bf2ba2150617ab019b9c05b44d5e56,service_quality:service,problem:khong-lam-dung-ghi-chu,HAS_PROBLEM,22847,14744ad4fbee2cd3,tu_14744ad4fbee2cd3,negative,0.98,không làm đúng ghi chú
